state,year,seatbelt_avg,exercise_avg,smoke_avg,drink_avg,checkup_avg,healthcare_avg,weight_avg,height_avg
MI,2007,2.888888889,0.822155986,0.27666999,0.522349506,3.448958862,0.883084577,247.5479384,6.559488326
MI,2008,4.844650322,0.718300435,0.487638438,0.522349506,3.581185861,0.912582338,177.6744652,5.547023544
MI,2010,4.854327437,0.724283207,0.497713683,0.509498124,3.562641017,0.908056761,179.0532288,5.541734909
MI,2011,4.831161253,0.758048969,0.499291048,0.56525556,3.528180509,0.88393616,178.7791278,5.554747104
MI,2012,4.836936755,0.762268266,0.483318305,0.541553339,3.533615563,0.902574809,178.9461013,5.546740315
MI,2013,4.83568722,0.751939306,0.487313867,0.566944908,3.552572146,0.901611047,180.0763246,5.569336391
MI,2014,4.831639136,0.757994276,0.470915529,0.562777144,3.614179199,0.933499688,180.3590158,5.572304378
MI,2015,4.851093591,0.758824268,0.467146166,0.572286204,3.593890714,0.932723553,180.2508389,5.579448306
MI,2016,4.839156961,0.768073099,0.469270691,0.578603624,3.612976613,0.941620941,182.1205801,5.583512368
MI,2017,4.860119662,0.744959574,0.459931713,0.583534865,3.621324265,0.942368525,181.6184806,5.580807584
MN,2006,4.729663906,0.846247267,0.477637336,0.579639552,3.592285156,0.937059538,174.2579548,5.574103311
MN,2007,2.676470588,0.886330935,0.387608069,0.615994236,3.462093863,0.939568345,250.9388489,7.063189448
MN,2008,4.754310345,0.802534066,0.478583393,0.615994236,3.567898273,0.943301435,174.7241214,5.563351661
MN,2010,4.845709472,0.781921843,0.458452381,0.587432675,3.573167792,0.932096563,174.4428097,5.575927464
MN,2011,4.857538439,0.792818077,0.464605766,0.6466237,3.526789481,0.918375831,176.6236693,5.600465459
MN,2012,4.833437584,0.82131962,0.469389563,0.633416459,3.534459878,0.918718352,175.869202,5.59427668
MN,2013,4.860162085,0.786164017,0.45915493,0.641415304,3.550576184,0.931975318,176.6700771,5.594614966
MN,2014,4.832480474,0.80194276,0.442384636,0.631090799,3.541432073,0.949415834,179.6665581,5.610789165
MN,2015,4.86546992,0.783364242,0.445484509,0.628318584,3.563040179,0.956097561,178.9133424,5.607116603
MN,2016,4.847252011,0.821170966,0.429356462,0.648450516,3.552763488,0.956340686,181.0000649,5.62146178
MN,2017,4.853032072,0.750781144,0.432092257,0.631656212,3.549878665,0.940544737,181.6419697,5.617959446
MS,2006,4.618356643,0.667529777,0.466816454,0.317976356,3.474642857,0.846871759,178.2912069,5.545646552
MS,2007,2.436363636,0.680690877,0.279555556,0.302505575,3.347088492,0.792109929,238.0969885,5.572224683
MS,2008,4.689149947,0.651211526,0.457311475,0.302505575,3.466468361,0.855062959,179.5166776,5.547580118
MS,2010,4.751502482,0.635529716,0.448651452,0.285325382,3.541215324,0.861966365,180.1874758,5.53576501
MS,2011,4.737061565,0.636706397,0.45035752,0.343885248,3.505382847,0.830578028,181.850263,5.54890902
MS,2012,4.747447243,0.666264414,0.437694493,0.311184031,3.563485477,0.849502822,181.7647689,5.551551686
MS,2013,4.774518652,0.599642538,0.431968867,0.314339843,3.580391013,0.84734231,181.783124,5.54946851
MS,2014,4.764160659,0.67351541,0.422919857,0.327923751,3.625288536,0.883966776,182.8046582,5.556181651
MS,2015,4.792932082,0.613391717,0.422741044,0.30647482,3.678635548,0.895682819,182.4165202,5.549048037
MS,2016,4.754022015,0.672104068,0.432142857,0.33895771,3.652339615,0.882340778,186.1415017,5.563101623
MS,2017,4.730316324,0.664624461,0.432867884,0.368859649,3.599572193,0.893459916,184.6753465,5.569753605
MO,2006,4.452734375,0.712733511,0.518313621,0.427502877,3.355498721,0.880084018,176.6761288,5.554438941
MO,2007,2.56,0.769442533,0.283057851,0.452773312,3.117981521,0.83390765,240.7235213,6.086370931
MO,2008,4.567978896,0.676617912,0.523580173,0.452773312,3.439744119,0.887863591,176.9659523,5.546281461
MO,2010,4.567266328,0.684140042,0.507960867,0.417563413,3.472518782,0.899212901,178.5914308,5.545237184
MO,2011,4.616471399,0.69232079,0.496886267,0.463486557,3.47814346,0.871904215,178.420278,5.553502317
MO,2012,4.607266983,0.722556739,0.489059081,0.431083203,3.491085642,0.876180158,178.4505325,5.550740855
MO,2013,4.624749576,0.695213335,0.483487057,0.413524835,3.516644073,0.890356671,178.768589,5.555523029
MO,2014,4.649593621,0.715817694,0.469646126,0.409056142,3.53803681,0.920340756,180.8185472,5.565011908
MO,2015,4.655989951,0.703335919,0.491702796,0.451384708,3.527580475,0.917356594,183.0041219,5.575494381
MO,2016,4.640342679,0.712854758,0.490886623,0.463853553,3.588876772,0.922749392,181.7135061,5.576196251
MO,2017,4.677146671,0.688116625,0.466570397,0.479766253,3.581473377,0.910721914,182.2457759,5.579109281
MT,2006,4.501607143,0.774851761,0.495099755,0.550658472,3.370091447,0.852751092,172.7574068,5.589941327
MT,2007,3.046153846,0.796693203,0.327798278,0.553041883,3.171825648,0.787430684,254.8205756,6.06700347
MT,2008,4.551623327,0.743926662,0.491429446,0.553041883,3.35921875,0.867379679,173.4742535,5.582139955
MT,2010,4.533122575,0.739222316,0.503597122,0.533833522,3.291859122,0.863154922,175.5052083,5.588119369
MT,2011,4.550772509,0.744134897,0.49445005,0.576251206,3.296792277,0.853611784,176.3246531,5.601405925
MT,2012,4.507177616,0.76372514,0.486701167,0.568234014,3.275371211,0.850680353,176.1044368,5.593404306
MT,2013,4.526208996,0.74541797,0.481237158,0.566583052,3.364827963,0.868969943,177.7230392,5.606573245
MT,2014,4.531457431,0.781977154,0.478447659,0.547319751,3.43983822,0.912650177,178.1216901,5.600446009
MT,2015,4.576514445,0.752363299,0.468251089,0.552468007,3.426151013,0.918220947,177.397248,5.602141411
MT,2016,4.540214974,0.77604072,0.477565281,0.536508525,3.458607096,0.930342815,179.9102634,5.616394187
MT,2017,4.559655366,0.718912882,0.468322074,0.550323176,3.441416389,0.928002894,180.6547126,5.616477443
NE,2006,4.379379513,0.756033232,0.453717153,0.541975636,3.366780588,0.898255814,177.1341592,5.582377877
NE,2007,2.408163265,0.797795276,0.339319471,0.507311731,3.168572362,0.849936948,256.221523,6.354861548
NE,2008,4.443456245,0.707237264,0.427892031,0.507311731,3.347483965,0.906412478,177.8630014,5.5745066
NE,2010,4.457124519,0.70457996,0.423805002,0.515022819,3.353810113,0.917168007,178.1410159,5.574504043
NE,2011,4.493696398,0.710776411,0.438947412,0.566423924,3.346136009,0.893111931,179.2458936,5.583391218
NE,2012,4.467081703,0.754189035,0.439914749,0.55496376,3.37036831,0.900559387,178.978222,5.585012731
NE,2013,4.493676633,0.727588872,0.4306665,0.541695382,3.385218646,0.911457051,180.7895511,5.589679912
NE,2014,4.464513634,0.755256954,0.426814623,0.565454633,3.424252668,0.926048513,182.1953931,5.60434233
NE,2015,4.523503994,0.71973863,0.416532308,0.557859239,3.435418104,0.925090419,183.4279343,5.603134356
NE,2016,4.488818352,0.743503064,0.418891903,0.575227582,3.444093584,0.920745921,184.2799634,5.607836582
NE,2017,4.527972028,0.719193703,0.406105786,0.569147789,3.462590851,0.915488027,186.1886253,5.614468481
NV,2006,4.686113643,0.756675668,0.518774407,0.595789474,3.355673317,0.8636774,175.1099131,5.600554058
NV,2007,2.72972973,0.798706548,0.255077173,0.57712227,3.251060221,0.799190283,250.8644068,6.625235405
NV,2008,4.765268915,0.742173524,0.521369434,0.57712227,3.377813505,0.864380184,172.5963815,5.565650361
NV,2010,4.783502329,0.758142018,0.530590435,0.555347092,3.398584264,0.866417312,173.002666,5.578512397
NV,2011,4.8087466,0.782974359,0.516983305,0.602730958,3.41525757,0.844457231,173.2413991,5.572661825
NV,2012,4.78656215,0.784548422,0.475792254,0.559269162,3.419968659,0.833842128,173.1129944,5.574315515
NV,2013,4.791694133,0.756885708,0.474707358,0.568660489,3.456849602,0.851981113,174.781282,5.585142331
NV,2014,4.806554524,0.778498871,0.480183802,0.547785548,3.452628538,0.899292786,175.1577909,5.580726965
NV,2015,4.817174515,0.762818004,0.478719397,0.544971537,3.496781522,0.923735119,173.2694589,5.558592785
NV,2016,4.806284082,0.766943815,0.457289003,0.564848173,3.493693694,0.909090909,176.3277946,5.587424471
NV,2017,4.821157927,0.749701314,0.465709261,0.548586572,3.492068155,0.912204951,175.4751508,5.575457244
NH,2006,4.298666186,0.782172996,0.518609984,0.609150559,3.591426539,0.903169014,170.4734715,5.55096334
NH,2007,2.37037037,0.838168923,0.343709468,0.617718817,3.448051948,0.893479664,233.696325,7.009456265
NH,2008,4.344748157,0.761266748,0.524542683,0.617718817,3.584024578,0.909893455,172.8158055,5.545921986
NH,2010,4.437325419,0.767746382,0.525979631,0.603903956,3.607322575,0.912129566,172.8241267,5.527318878
NH,2011,4.421664104,0.77280434,0.512748344,0.643555861,3.581178041,0.894780311,173.2797364,5.539840747
NH,2012,4.42859175,0.779771842,0.501193988,0.61707248,3.600028078,0.907270958,174.858768,5.551285609
NH,2013,4.448670541,0.773525831,0.496094399,0.620591199,3.604590164,0.903047091,174.8272727,5.549093615
NH,2014,4.463812806,0.791375698,0.492456897,0.605529454,3.600459445,0.921153846,176.2805154,5.556706715
NH,2015,4.496344159,0.761344538,0.49201788,0.620623193,3.640429904,0.95068321,174.9092048,5.542775517
NH,2016,4.443432574,0.784732824,0.482401656,0.625499392,3.651242502,0.946974847,176.6498305,5.56309322
NH,2017,4.510748243,0.760758719,0.484687868,0.635893355,3.63034188,0.952610287,177.0895465,5.556382911
NJ,2006,4.756526147,0.729674797,0.471404096,0.557417447,3.607255521,0.912983313,170.025335,5.532643118
NJ,2007,2,0.766033864,0.274922919,0.545454545,3.501309586,0.873007712,242.202668,6.973661707
NJ,2008,4.832905861,0.72138707,0.448907812,0.545454545,3.667666073,0.911952007,170.6642403,5.518059523
NJ,2010,4.843890588,0.72782503,0.461511668,0.561256081,3.669953341,0.914074718,171.2227521,5.53188676
NJ,2011,4.845982657,0.733378613,0.461357311,0.608225943,3.659386752,0.899743663,171.8224146,5.531927982
NJ,2012,4.822236634,0.741086881,0.45440946,0.592337988,3.642877292,0.887772078,172.5116826,5.536562745
NJ,2013,4.831111511,0.739559268,0.447588205,0.592490999,3.626732343,0.887226697,174.1048711,5.553035885
NJ,2014,4.832756325,0.76487395,0.439412485,0.57943843,3.673942818,0.922908417,174.5033991,5.536781368
NJ,2015,4.852455524,0.731127631,0.440228847,0.575705297,3.700541191,0.939717363,174.6454948,5.546463154
NJ,2016,4.834335029,0.699881376,0.432085723,0.573720397,3.718388212,0.938139742,176.1377015,5.555921215
NJ,2017,4.838340043,0.70915199,0.432160804,0.585161548,3.693306011,0.940700809,176.1788048,5.543524212
NM,2006,4.807660828,0.762254511,0.476617553,0.469223332,3.355971129,0.82530024,169.2421389,5.517584464
NM,2007,2.392405063,0.792982456,0.292377131,0.44715584,3.179104478,0.735441767,250.8892786,5.797261189
NM,2008,4.849136471,0.747357826,0.480833894,0.44715584,3.382931034,0.850277264,169.9079168,5.511419546
NM,2010,4.865612648,0.76004181,0.476874719,0.454668065,3.441456669,0.866626705,170.2758621,5.514529532
NM,2011,4.857826711,0.744610673,0.479433731,0.490463544,3.379567915,0.856776638,170.9090505,5.516798236
NM,2012,4.837858126,0.773296743,0.458267717,0.461870681,3.344627896,0.841903851,171.532387,5.521004811
NM,2013,4.834141489,0.750459841,0.465380641,0.471881509,3.418362627,0.845380619,172.0185456,5.518283316
NM,2014,4.848604562,0.768347237,0.458395802,0.455516461,3.417966313,0.899697153,172.7583333,5.521195652
NM,2015,4.852001404,0.758800069,0.451953189,0.453611663,3.456604397,0.931542321,173.3160103,5.525850011
NM,2016,4.849046016,0.773475665,0.448762603,0.471833579,3.448979592,0.936162495,173.4253934,5.520980286
NM,2017,4.850206056,0.748584572,0.444105174,0.482188952,3.442164179,0.924933422,175.1427149,5.531336431
NY,2006,4.770763501,0.749054224,0.491513182,0.584469904,3.5486565,0.918894509,169.8094981,5.531360556
NY,2007,2.389830508,0.777391304,0.291690877,0.574687961,3.488276671,0.900984366,237.6050955,6.74536769
NY,2008,4.795987991,0.732049739,0.487925946,0.574687961,3.595604099,0.929737687,169.5453211,5.518299737
NY,2010,4.816891065,0.752395599,0.48309809,0.569422963,3.640143369,0.925557136,169.6906364,5.513952848
NY,2011,4.787269428,0.752023547,0.460699301,0.616525424,3.583732057,0.897056772,170.0513746,5.527966768
NY,2012,4.805463271,0.758101647,0.457034769,0.586814384,3.573600429,0.897413182,169.8323618,5.530633575
NY,2013,4.796425692,0.737758576,0.440340909,0.569768894,3.626014291,0.902977906,170.8423634,5.528036917
NY,2014,4.798673695,0.754313099,0.426014913,0.566192469,3.637856108,0.925535315,172.7593183,5.537498673
NY,2015,4.802655221,0.720183486,0.439313257,0.568904594,3.626946758,0.946353279,172.3511095,5.533009723
NY,2016,4.819456676,0.743695449,0.47620305,0.577838614,3.62248709,0.945795176,177.7191156,5.555791233
NY,2017,4.793417367,0.738599746,0.418766856,0.588880412,3.624505201,0.931911403,174.7753452,5.555414244
NC,2006,4.815059082,0.744300007,0.482365003,0.393364282,3.597282872,0.886594425,174.5033685,5.543121243
NC,2007,2.086666667,0.771728016,0.311139565,0.408576972,3.472750978,0.817647059,232.3915709,6.261834823
NC,2008,4.851429338,0.728054963,0.494783307,0.408576972,3.594611145,0.888384513,175.7232851,5.550707731
NC,2010,4.868119266,0.718554007,0.474042999,0.405802167,3.641046099,0.880802792,175.9777101,5.551995356
NC,2011,4.885867446,0.730983481,0.477228276,0.441396509,3.648686945,0.874872081,174.7537577,5.54679285
NC,2012,4.871063083,0.733821403,0.479044656,0.42527339,3.620397644,0.846983149,177.7813516,5.554519034
NC,2013,4.889573703,0.719949174,0.474711515,0.405835212,3.632102098,0.864566929,178.6558763,5.55642791
NC,2014,4.890749726,0.760582613,0.461980137,0.447331129,3.653840234,0.885948905,178.1138224,5.566396383
NC,2015,4.887934058,0.739864277,0.462716714,0.469447305,3.606546313,0.881082877,179.4408549,5.578114645
NC,2016,4.883121348,0.760153769,0.454298796,0.479590064,3.605700713,0.89080556,181.2709203,5.588511219
NC,2017,4.871111111,0.736988848,0.448034343,0.495898758,3.604054054,0.8875,180.9367906,5.579160175
ND,2006,4.350350124,0.747057517,0.454848754,0.564188435,3.356789568,0.903491216,175.8684853,5.572558587
ND,2007,2.675675676,0.806069578,0.339259259,0.56512605,3.220313667,0.871015567,251.8641064,6.549667651
ND,2008,4.413130673,0.7204617,0.461247637,0.56512605,3.423314188,0.916964473,176.8558276,5.570743531
ND,2010,4.468181818,0.724944321,0.449252733,0.552878179,3.438766321,0.918490397,176.5919911,5.561401557
ND,2011,4.533305049,0.720745238,0.463692739,0.603962505,3.41132457,0.913086913,178.3230432,5.58127531
ND,2012,4.488056103,0.752583979,0.454347826,0.584864392,3.415615485,0.912424504,178.5516129,5.583315412
ND,2013,4.506141103,0.709818902,0.458526603,0.589273404,3.390200628,0.91897712,181.9228499,5.600216915
ND,2014,4.52606368,0.769642857,0.448583787,0.582451686,3.457488191,0.945789763,180.9383646,5.57952107
ND,2015,4.557829386,0.719090909,0.445514223,0.59239611,3.42191601,0.947539562,182.832,5.598144144
ND,2016,4.550727412,0.754618399,0.449338374,0.603464687,3.418082295,0.950391645,183.073743,5.598060211
ND,2017,4.562901155,0.706330319,0.450786794,0.59731334,3.434978975,0.945065034,184.5904239,5.603016672
OH,2006,4.570515163,0.715155858,0.49964132,0.512309075,3.486272342,0.896829661,176.5072309,5.542581682
OH,2007,2.562962963,0.770833333,0.271764316,0.506319883,3.280054645,0.898675497,244.4656312,6.481796651
OH,2008,4.67743778,0.711686211,0.476298517,0.506319883,3.511856228,0.915458742,175.7426286,5.540054393
OH,2010,4.702670036,0.702723065,0.493629886,0.473159093,3.567087219,0.901584564,177.4397979,5.543780907
OH,2011,4.712681119,0.714935137,0.488850772,0.525924256,3.578380144,0.900385192,177.1418977,5.549431414
OH,2012,4.681587063,0.720726565,0.474660074,0.499004645,3.555638105,0.893242476,179.1339697,5.556973546
OH,2013,4.704094234,0.698363431,0.484625182,0.496612962,3.541237113,0.899626932,180.1342187,5.562830161
OH,2014,4.693936097,0.722001742,0.451314364,0.470320988,3.592957885,0.934496124,180.1680348,5.549114759
OH,2015,4.726362735,0.704394531,0.456011184,0.464543326,3.6242645,0.949418125,180.0931019,5.55411908
OH,2016,4.721957363,0.699084967,0.458477355,0.484905156,3.649313856,0.951923916,181.8848965,5.568231251
OH,2017,4.744700632,0.67875838,0.459251986,0.484810241,3.627684117,0.946630444,183.072365,5.560857659
OK,2006,4.707717817,0.688580799,0.496714456,0.373746445,3.312529551,0.857932477,175.0476829,5.552600209
OK,2007,2.349206349,0.740073869,0.341192788,0.381352541,3.096742349,0.752539243,244.2509225,5.900753383
OK,2008,4.737399464,0.658773447,0.508128998,0.381352541,3.351415756,0.867625516,176.2673847,5.544541949
OK,2010,4.749829491,0.665947695,0.50695476,0.345275112,3.364647887,0.869665046,176.4060647,5.53799416
OK,2011,4.770920106,0.6638666,0.516144814,0.383738602,3.367487559,0.861111111,177.4627504,5.549666178
OK,2012,4.744106414,0.684258181,0.48990228,0.386485427,3.349885921,0.874449339,179.682359,5.559967236
OK,2013,4.769054981,0.65075143,0.484102564,0.374613003,3.427329029,0.881732724,179.7471497,5.556625285
OK,2014,4.743586455,0.690209268,0.474821974,0.378801489,3.455840822,0.913504743,181.5141932,5.565301295
OK,2015,4.779699739,0.656320724,0.471273292,0.361132966,3.525803922,0.926011029,181.8446379,5.559120073
OK,2016,4.763077908,0.692200557,0.44178352,0.370063384,3.575524588,0.919689922,181.7148377,5.575540958
OK,2017,4.775958188,0.662804773,0.457209457,0.383447099,3.5403895,0.91393108,183.9369707,5.577090119
OR,2006,4.886123348,0.826701457,0.470113438,0.57952308,3.364450414,0.884029591,173.4792617,5.571444083
OR,2007,3.543859649,0.849840256,0.2848,0.572969403,3.269230769,0.852118305,245.6285942,6.464390309
OR,2008,4.909895949,0.804519526,0.45154185,0.572969403,3.429898075,0.89956044,174.0425252,5.565888499
OR,2010,4.905950096,0.803489821,0.484488861,0.561525495,3.315439124,0.900270102,175.1963915,5.567105627
OR,2011,4.917598269,0.814991182,0.473074987,0.599055747,3.312041885,0.869892833,176.0991984,5.587675351
OR,2012,4.900224444,0.828492393,0.4677159,0.590143987,3.357187049,0.876509005,175.1078895,5.573290598
OR,2013,4.916242661,0.823983035,0.45560958,0.611951175,3.352994887,0.870621369,176.193118,5.594027973
OR,2014,4.898036732,0.830491271,0.457460184,0.60021097,3.455178232,0.935569106,176.7869151,5.58600027
OR,2015,4.903153657,0.821404977,0.455094811,0.606111697,3.44943581,0.943693694,178.6171684,5.597589504
OR,2016,4.896566342,0.839528377,0.433388498,0.621103623,3.452519783,0.937675351,179.0322902,5.610989303
OR,2017,4.900110497,0.80030521,0.43212717,0.623454158,3.405598821,0.930731508,179.3013003,5.604378302
PA,2006,4.430097008,0.709787708,0.503224779,0.497198655,3.498716715,0.900763966,174.0566053,5.530108765
PA,2007,2.191358025,0.759124088,0.27771011,0.494688074,3.38289393,0.87911084,240.6991796,6.255621392
PA,2008,4.545939825,0.697968937,0.492587279,0.494688074,3.542506221,0.908482143,175.0879383,5.520434126
PA,2010,4.605652759,0.71007302,0.484173946,0.49347234,3.556436391,0.915190704,175.816933,5.526485064
PA,2011,4.595022624,0.72972973,0.480280133,0.548150352,3.528850607,0.900045977,175.5691251,5.540998626
PA,2012,4.624382029,0.74779439,0.480871101,0.539534633,3.535141472,0.902147466,176.7586316,5.54832815
PA,2013,4.607612735,0.724819611,0.474440895,0.524562234,3.569396672,0.907489393,176.6281075,5.544728312
PA,2014,4.620738208,0.750530786,0.468315455,0.525841346,3.603366086,0.935583712,178.0261967,5.542433144
PA,2015,4.640490798,0.729957806,0.451693132,0.555426131,3.604761005,0.940679557,178.8115888,5.560545171
PA,2016,4.623862159,0.778353754,0.439355251,0.603021536,3.576131687,0.951069855,180.3305617,5.581372241
PA,2017,4.66062402,0.765293814,0.467915769,0.593959732,3.569734892,0.949443717,180.9161774,5.583645901
PR,2006,4.860438293,0.571265157,0.304696449,0.319495413,3.689973927,0.939816934,163.6606449,5.390921564
PR,2007,1.676470588,0.559605911,0.132206759,0.228510029,3.585020243,0.930049261,228.6,4.094417077
PR,2008,4.888649425,0.502504174,0.313856427,0.228510029,3.747166092,0.93966134,162.4377682,5.381020505
PR,2010,4.90587886,0.537485242,0.300945068,0.218241042,3.760156485,0.950398583,163.1714876,5.373696379
PR,2011,4.868271058,0.498975248,0.316878232,0.29026098,3.714468017,0.935569839,164.5870655,5.39705345
PR,2012,4.865266986,0.571779744,0.304297711,0.288451925,3.733077052,0.938554809,165.6669397,5.39981979
PR,2013,4.881272085,0.507694998,0.291196388,0.27404687,3.719838199,0.952553485,166.0415661,5.402236403
PR,2014,4.907592495,0.583289998,0.289680461,0.255453906,3.720856183,0.958376691,166.2934651,5.395533599
PR,2015,4.915900645,0.50399844,0.271986022,0.247851563,3.749268863,0.948222566,166.5908915,5.39640422
PR,2016,4.919862518,0.576030232,0.283598266,0.256798686,3.776906239,0.95045045,168.1530576,5.4066247
PR,2017,4.921282112,0.468625147,0.290624269,0.273933649,3.73115458,0.950815851,168.9298859,5.413308487
RI,2006,4.64021292,0.733981965,0.512137078,0.623478883,3.748626045,0.925617871,167.3872956,5.500019752
RI,2007,2.565217391,0.763831544,0.354304636,0.603698811,3.683471074,0.912613355,238.2201154,6.678276999
RI,2008,4.685077951,0.730287722,0.502313285,0.603698811,3.736353591,0.924192485,167.2575691,5.490620886
RI,2010,4.733645615,0.717680608,0.502381708,0.592345561,3.754581673,0.923076923,169.9966746,5.486883083
RI,2011,4.72197615,0.73851827,0.505124451,0.62696783,3.703945223,0.906214506,170.674001,5.505999569
RI,2012,4.770550678,0.752603162,0.48728482,0.620614899,3.71126624,0.899942163,170.950154,5.512686041
RI,2013,4.812556541,0.732044689,0.488728129,0.61697442,3.727820283,0.898900032,172.5222868,5.504521964
RI,2014,4.799680625,0.759831933,0.476182197,0.629213483,3.772119777,0.95864156,171.6612443,5.507267036
RI,2015,4.83310153,0.724292683,0.474440604,0.607162434,3.783856023,0.954932576,172.3692199,5.509648194
RI,2016,4.818681319,0.750406504,0.480939625,0.628891656,3.762303451,0.957697783,173.9393878,5.52344753
RI,2017,4.855179704,0.745355876,0.475144739,0.618535794,3.767158309,0.95601173,175.9358299,5.535677134
SC,2006,4.710978604,0.739536493,0.493929934,0.444187124,3.459952607,0.868731223,175.7570836,5.56214006
SC,2007,2.263565891,0.767584098,0.286152797,0.397940075,3.337421163,0.839346494,232.122962,6.292261096
SC,2008,4.743383199,0.704041451,0.469657541,0.397940075,3.531366493,0.862437708,177.1943496,5.545474145
SC,2010,4.807896221,0.694277444,0.472228418,0.37562772,3.553484142,0.869908747,179.1608647,5.54599963
SC,2011,4.812051282,0.727402674,0.479799207,0.449465333,3.504840712,0.847260385,179.6897939,5.553753488
SC,2012,4.808884037,0.728103828,0.475309154,0.437677054,3.504009355,0.850896586,179.4847546,5.555865808
SC,2013,4.83649635,0.723635236,0.468573131,0.453527883,3.537576839,0.869063905,179.6195525,5.561089494
SC,2014,4.842596268,0.738721444,0.473658345,0.44470821,3.551946781,0.887958418,180.4806402,5.56678487
SC,2015,4.846967003,0.727272727,0.459125386,0.451886792,3.541643272,0.905982118,180.5992293,5.573217726
SC,2016,4.838687358,0.708246247,0.467080384,0.46246452,3.559569934,0.912882034,181.2926667,5.561379376
SC,2017,4.863668808,0.708043193,0.456721376,0.455465185,3.585797665,0.91512597,182.0661196,5.568282289
SD,2006,4.289719626,0.740082513,0.471260718,0.51757595,3.445563861,0.887740499,176.060241,5.584390192
SD,2007,2.4125,0.81013363,0.408026756,0.527840312,3.261682243,0.83277592,261.3016138,6.242858468
SD,2008,4.330874605,0.702048139,0.489364889,0.527840312,3.449891741,0.895745956,178.9435315,5.591089035
SD,2010,4.359360152,0.711493354,0.46697003,0.504942727,3.492460699,0.899420335,179.0334427,5.577251654
SD,2011,4.423268625,0.724860154,0.485546925,0.541057071,3.472758081,0.918746816,178.3705726,5.581608904
SD,2012,4.38197832,0.766626683,0.487666801,0.545269721,3.466119097,0.9104378,180.3540695,5.600106567
SD,2013,4.418537524,0.749363057,0.476315383,0.551433915,3.485749883,0.914329268,182.0365817,5.607050698
SD,2014,4.421561447,0.781945237,0.468277066,0.540520665,3.517231266,0.932312536,181.0786997,5.6024261
SD,2015,4.517407523,0.770276533,0.462207558,0.529198185,3.540360442,0.94341304,181.1225185,5.594666667
SD,2016,4.468945869,0.802560772,0.455076286,0.544625902,3.539688568,0.941996654,182.6215464,5.607485011
SD,2017,4.547024952,0.738393282,0.465565164,0.489287965,3.535441658,0.937328454,185.5729705,5.606123949
TN,2006,4.733139253,0.671285237,0.486492948,0.254155625,3.670950533,0.883687604,175.7967072,5.551976457
TN,2007,1.512820513,0.7,0.32684166,0.25334182,3.573994867,0.850973751,232.0549915,5.948322053
TN,2008,4.767114523,0.676619008,0.465194532,0.25334182,3.67198808,0.874159664,176.2752467,5.538036252
TN,2010,4.795035728,0.662002946,0.435376662,0.207702374,3.717638294,0.882894495,176.2821126,5.522711937
TN,2011,4.803639121,0.613627855,0.465949821,0.260151545,3.703272727,0.886839749,177.2825232,5.527951513
TN,2012,4.80179471,0.68037355,0.490223464,0.325563081,3.667535254,0.865973164,178.4502334,5.556580334
TN,2013,4.816956078,0.60883599,0.491947853,0.324756335,3.647332218,0.867969321,179.942206,5.55170161
TN,2014,4.811584699,0.687915282,0.48489426,0.351186588,3.67544784,0.910131059,178.2688395,5.550307937
TN,2015,4.809284566,0.685883514,0.484165425,0.348644578,3.618620303,0.917016999,182.1641764,5.570912293
TN,2016,4.768975682,0.700511193,0.476207642,0.410587593,3.573746845,0.915443128,182.7888713,5.586664319
TN,2017,4.78578806,0.686895161,0.484166349,0.426456263,3.561026616,0.89038282,184.2161308,5.595660658
TX,2006,4.858411445,0.700016059,0.436182199,0.432240349,3.434703947,0.806472388,173.4934253,5.525216485
TX,2007,2.452914798,0.735646802,0.281193161,0.461444681,3.354856822,0.691636364,252.2922267,5.917029907
TX,2008,4.876450652,0.701194816,0.436585366,0.461444681,3.511589404,0.843306288,173.2286524,5.519071226
TX,2010,4.878195674,0.695730716,0.427587873,0.438225338,3.412446352,0.832288401,174.6466134,5.514974858
TX,2011,4.886128364,0.719567519,0.432830408,0.490052437,3.421013906,0.836371528,174.7120196,5.528306535
TX,2012,4.871642154,0.736050231,0.411390124,0.48785792,3.45356319,0.80735905,175.8179023,5.53949391
TX,2013,4.873203905,0.696890911,0.399337543,0.474470085,3.539218766,0.813818994,175.8774317,5.531398045
TX,2014,4.873851295,0.734316276,0.395345357,0.485601697,3.555993163,0.859721618,177.4036201,5.53657364
TX,2015,4.860118015,0.694505868,0.40665874,0.460382186,3.56741573,0.871509244,177.9295666,5.534299387
TX,2016,4.846692991,0.717787378,0.408621854,0.484096878,3.599367271,0.889746002,179.1152584,5.547227172
TX,2017,4.868301812,0.686365842,0.391312402,0.48535802,3.557676272,0.870054446,179.3183009,5.536052116
UT,2006,4.637117992,0.793539326,0.301083902,0.283848935,3.222520107,0.885272252,173.0254254,5.602035369
UT,2007,3.055555556,0.832853026,0.322115385,0.287198589,3.08145927,0.867752755,291.8487315,6.746689006
UT,2008,4.691868478,0.780172414,0.304450108,0.287198589,3.283119004,0.898119122,175.5348837,5.61727249
UT,2010,4.691256831,0.804561949,0.278037626,0.267089134,3.367643912,0.892734643,175.0473281,5.60753245
UT,2011,4.702851164,0.805164522,0.28868476,0.289450588,3.286777432,0.87111334,175.4975439,5.610780396
UT,2012,4.681921199,0.820495361,0.275998964,0.276234968,3.341605582,0.886050077,175.4807676,5.603641278
